Player,Season,Age,Squad,Country,Comp,MP,Playing Time : Starts,Playing Time : Min,Playing Time : 90s,Performance : Gls,Performance : Ast,Performance : G+A,Performance : G-PK,Performance : PK,Performance : PKatt,Performance : CrdY,Performance : CrdR,Expected : xG,Expected : npxG,Expected : xAG,Expected : npxG+xAG,Progression : PrgC,Progression : PrgP,Progression : PrgR,Per 90 Minutes : Gls,Per 90 Minutes : Ast,Per 90 Minutes : G+A,Per 90 Minutes : G-PK,Per 90 Minutes : G+A-PK,Per 90 Minutes : xG,Per 90 Minutes : xAG,Per 90 Minutes : xG+xAG,Per 90 Minutes : npxG,Per 90 Minutes : npxG+xAG,Matches,LgRank,Playing Time : MP
Mauro Icardi,2011-2012,18,Sampdoria,it ITA,2. Serie B,2,1,78,0.9,1,0,1,1,0,0,0,0,,,,,,,,1.15,0.00,1.15,1.15,1.15,,,,,,,,
Mauro Icardi,2012-2013,19,Sampdoria,it ITA,1. Serie A,31,24,2120,23.6,10,2,12,10,0,0,3,0,,,,,,,,0.42,0.08,0.51,0.42,0.51,,,,,,Matches,,
Mauro Icardi,2013-2014,20,Inter,it ITA,1. Serie A,22,12,1308,14.5,9,2,11,9,0,0,1,0,,,,,,,,0.62,0.14,0.76,0.62,0.76,,,,,,Matches,,
Mauro Icardi,2014-2015,21,Inter,it ITA,Coppa Italia,2,2,180,2.0,1,0,1,1,0,1,0,0,,,,,,,,0.50,0.00,0.50,0.50,0.50,,,,,,Matches,,
Mauro Icardi,2015-2016,22,Inter,it ITA,Coppa Italia,1,0,14,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Mauro Icardi,2016-2017,23,Inter,it ITA,Coppa Italia,2,0,94,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Mauro Icardi,2017-2018,24,Inter,it ITA,Coppa Italia,2,1,161,1.8,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Mauro Icardi,2018-2019,25,Inter,,1. Champions Lg,6,6,540,6.0,4,0,4,4,0,0,0,0,3.6,3.6,0.5,4.1,1,8,26,0.67,0.00,0.67,0.67,0.67,0.61,0.08,0.68,0.61,0.68,Matches,,
Mauro Icardi,2019-2020,26,Paris S-G,,1. Champions Lg,7,7,473,5.3,5,0,5,5,0,0,1,0,4.4,4.4,0.4,4.8,0,3,22,0.95,0.00,0.95,0.95,0.95,0.83,0.07,0.91,0.83,0.91,Matches,,
Mauro Icardi,2020-2021,27,Paris S-G,,1. Champions Lg,3,3,241,2.7,0,0,0,0,0,0,1,0,0.4,0.4,1.1,1.5,3,9,11,0.00,0.00,0.00,0.00,0.00,0.15,0.40,0.55,0.15,0.55,Matches,,
Mauro Icardi,2021-2022,28,Paris S-G,,1. Champions Lg,3,0,49,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0,1,3,0.00,0.00,0.00,0.00,0.00,0.99,0.10,1.09,0.99,1.09,Matches,,
Mauro Icardi,2022-2023,29,Galatasaray,tr TUR,1. Süper Lig,24,21,1885,20.9,22,7,29,16,6,9,3,0,,,,,,,,1.05,0.33,1.38,0.76,1.10,,,,,,Matches,,
Mauro Icardi,2023-2024,30,Galatasaray,,1. Champions Lg,6,6,518,5.8,2,0,2,1,1,2,0,0,4.1,2.6,0.8,3.4,1,5,23,0.35,0.00,0.35,0.17,0.17,0.72,0.14,0.86,0.45,0.59,Matches,,
Mauro Icardi,2024-2025,31,Galatasaray,,2. Europa Lg,4,3,277,3.1,2,1,3,2,0,0,0,0,2.6,2.6,0.5,3.1,2,11,17,0.65,0.32,0.97,0.65,0.97,0.86,0.15,1.01,0.86,1.01,Matches,,
Sergio Rico,2014-2015,20,Sevilla,es ESP,Copa del Rey,5,5,450,5.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Sergio Rico,2015-2016,21,Sevilla,,1. Champions Lg,6,6,540,6.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Sergio Rico,2016-2017,22,Sevilla,,1. Champions Lg,8,8,720,8.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Sergio Rico,2017-2018,23,Sevilla,,1. Champions Lg,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,
Sergio Rico,2018-2019,24,Fulham,eng ENG,EFL Cup,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Sergio Rico,2019-2020,25,Paris S-G,,1. Champions Lg,3,2,192,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,
Sergio Rico,2020-2021,26,Paris S-G,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,
Sergio Rico,2021-2022,27,Mallorca,es ESP,Copa del Rey,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Sergio Rico,2022-2023,28,Paris S-G,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,
Kays Ruiz,2020-2021,17,Paris S-G,fr FRA,1. Ligue 1,7,1,186,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,12,14,12,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,2nd,
Kays Ruiz,2022-2023,19,Auxerre,fr FRA,1. Ligue 1,1,1,62,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,17th,
Kays Ruiz,2024-2025,21,Francs Borains,be BEL,2. Pro League B,10,6,588,6.5,1,1,2,1,0,0,7,1,,,,,,,,0.15,0.15,0.31,0.15,0.31,,,,,,Matches,12th,
Bandiougou Fadiga,2020-2021,19,Paris S-G,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,
Bandiougou Fadiga,2021-2022,20,Olympiacos,,2. Europa Lg,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,
Bandiougou Fadiga,2022-2023,21,Ionikos,gr GRE,1. Super League,28,25,2013,22.4,1,1,2,1,0,0,9,0,,,,,,,,0.04,0.04,0.09,0.04,0.09,,,,,,Matches,,
Edouard Michut,2020-2021,17,Paris S-G,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,
Edouard Michut,2021-2022,18,Paris S-G,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,
Edouard Michut,2022-2023,19,Sunderland,eng ENG,2. Championship,24,12,1130,12.6,1,0,1,1,0,0,3,0,0.6,0.6,0.4,0.9,18,42,18,0.08,0.00,0.08,0.08,0.08,0.05,0.03,0.07,0.05,0.07,Matches,,
Edouard Michut,2023-2024,20,Adana Demirspor,tr TUR,1. Süper Lig,24,20,1724,19.2,0,1,1,0,0,0,5,0,,,,,,,,0.00,0.05,0.05,0.00,0.05,,,,,,Matches,,
Edouard Michut,2024-2025,21,Fortuna Sittard,nl NED,1. Eredivisie,3,0,55,0.6,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,1,1,2,1.64,0.00,1.64,1.64,1.64,1.06,0.00,1.06,1.06,1.06,Matches,,
Kenny Nagera,2020-2021,18,Paris S-G,fr FRA,1. Ligue 1,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2nd,
Kenny Nagera,2021-2022,19,Bastia,fr FRA,2. Ligue 2,6,1,176,2.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,4,1,14,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,Matches,12th,
Kenny Nagera,2024-2025,22,La Louvière,be BEL,2. Pro League B,14,8,655,7.3,1,0,1,1,0,0,1,0,,,,,,,,0.14,0.00,0.14,0.14,0.14,,,,,,Matches,2nd,
Xavi Simons,2020-2021,17,Paris S-G,fr FRA,Coupe de France,1,0,13,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Xavi Simons,2021-2022,18,Paris S-G,,1. Champions Lg,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,
Xavi Simons,2022-2023,19,PSV Eindhoven,nl NED,1. Eredivisie,34,34,2803,31.1,19,8,27,17,2,2,2,0,14.9,13.3,7.4,20.7,148,150,247,0.61,0.26,0.87,0.55,0.80,0.48,0.24,0.72,0.43,0.66,Matches,,
Xavi Simons,2023-2024,20,RB Leipzig,de GER,1. Bundesliga,32,32,2653,29.5,8,11,19,7,1,2,11,1,8.3,6.7,9.8,16.4,151,187,216,0.27,0.37,0.64,0.24,0.61,0.28,0.33,0.61,0.23,0.56,Matches,,
Xavi Simons,2024-2025,21,RB Leipzig,de GER,1. Bundesliga,7,7,615,6.8,2,1,3,2,0,0,2,0,1.1,1.1,2.0,3.1,24,43,55,0.29,0.15,0.44,0.29,0.44,0.17,0.29,0.46,0.17,0.46,Matches,,
Maxen Kapo,2020-2021,19,Paris S-G,fr FRA,1. Ligue 1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2nd,
Maxen Kapo,2021-2022,20,Lausanne-Sport,ch SUI,1. Super Lg,1,0,6,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,10th,
Alexandre Letellier,2012-2013,21,Angers,fr FRA,2. Ligue 2,,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,1
Alexandre Letellier,2013-2014,22,Angers,fr FRA,2. Ligue 2,,6,540,6.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,6
Alexandre Letellier,2014-2015,23,Angers,fr FRA,2. Ligue 2,,4,360,4.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,4
Alexandre Letellier,2015-2016,24,Angers,fr FRA,1. Coupe de la Ligue,,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,1
Alexandre Letellier,2016-2017,25,Angers,fr FRA,Coupe de France,,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,3
Alexandre Letellier,2017-2018,26,Angers,fr FRA,1. Coupe de la Ligue,,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,1
Alexandre Letellier,2018-2019,27,Troyes,fr FRA,Coupe de France,,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,1
Alexandre Letellier,2019-2020,28,Orléans,fr FRA,2. Ligue 2,,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,6
Alexandre Letellier,2020-2021,29,Paris S-G,,1. Champions Lg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,0
Alexandre Letellier,2021-2022,30,Paris S-G,,1. Champions Lg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,0
Alexandre Letellier,2022-2023,31,Paris S-G,,1. Champions Lg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,0
Alexandre Letellier,2023-2024,32,Paris S-G,,1. Champions Lg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,0
Aurelien Tchouameni,2017-2018,17,Bordeaux,fr FRA,Coupe de France,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,
Aurelien Tchouameni,2018-2019,18,Bordeaux,,2. Europa Lg,4,3,283,3.1,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,1,12,6,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.10,0.09,0.10,Matches,,
Aurelien Tchouameni,2019-2020,19,Bordeaux,fr FRA,Coupe de France,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Aurelien Tchouameni,2020-2021,20,Monaco,fr FRA,Coupe de France,6,4,353,3.9,1,0,1,1,0,0,0,0,,,,,,,,0.25,0.00,0.25,0.25,0.25,,,,,,Matches,,
Aurelien Tchouameni,2021-2022,21,Monaco,fr FRA,Coupe de France,4,4,356,4.0,1,1,2,1,0,0,1,0,,,,,,,,0.25,0.25,0.51,0.25,0.51,,,,,,Matches,,
Aurelien Tchouameni,2022-2023,22,Real Madrid,,1. Champions Lg,10,5,432,4.8,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,10,37,4,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches,,
Aurelien Tchouameni,2023-2024,23,Real Madrid,,1. Champions Lg,8,7,603,6.7,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,3,35,2,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.04,Matches,,
Aurelien Tchouameni,2024-2025,24,Real Madrid,,1. Champions Lg,5,4,300,3.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0,17,0,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches,,
Youssouf Fofana,2018-2019,19,Strasbourg,fr FRA,Coupe de France,1,1,120,1.3,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Youssouf Fofana,2019-2020,20,Strasbourg,fr FRA,Coupe de France,1,0,45,0.5,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Youssouf Fofana,2020-2021,21,Monaco,fr FRA,Coupe de France,5,4,371,4.1,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Youssouf Fofana,2021-2022,22,Monaco,fr FRA,Coupe de France,4,2,182,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Youssouf Fofana,2022-2023,23,Monaco,fr FRA,Coupe de France,1,0,30,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Youssouf Fofana,2023-2024,24,Monaco,fr FRA,Coupe de France,3,3,300,3.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Youssouf Fofana,2024-2025,25,Milan,,1. Champions Lg,6,6,509,5.7,0,2,2,0,0,0,2,0,0.3,0.3,0.9,1.1,6,36,11,0.00,0.35,0.35,0.00,0.35,0.05,0.15,0.20,0.05,0.20,Matches,,
Kevin Volland,2010-2011,18,1860 Munich,de GER,2. 2. Bundesliga,24,16,1535,17.1,6,4,10,6,0,0,3,0,,,,,,,,0.35,0.23,0.59,0.35,0.59,,,,,,,,
Kevin Volland,2011-2012,19,1860 Munich,de GER,2. 2. Bundesliga,33,33,2733,30.4,13,8,21,13,0,0,7,0,,,,,,,,0.43,0.26,0.69,0.43,0.69,,,,,,,,
Kevin Volland,2012-2013,20,Hoffenheim,de GER,1. Bundesliga,34,31,2686,29.8,6,8,14,6,0,0,4,0,,,,,,,,0.20,0.27,0.47,0.20,0.47,,,,,,Matches,,
Kevin Volland,2013-2014,21,Hoffenheim,de GER,1. Bundesliga,33,32,2871,31.9,11,5,16,11,0,0,4,0,,,,,,,,0.34,0.16,0.50,0.34,0.50,,,,,,Matches,,
Kevin Volland,2014-2015,22,Hoffenheim,de GER,1. Bundesliga,32,30,2668,29.6,8,5,13,8,0,0,6,0,,,,,,,,0.27,0.17,0.44,0.27,0.44,,,,,,Matches,,
Kevin Volland,2015-2016,23,Hoffenheim,de GER,1. Bundesliga,33,31,2724,30.3,8,7,15,6,2,3,8,0,,,,,,,,0.26,0.23,0.50,0.20,0.43,,,,,,Matches,,
Kevin Volland,2016-2017,24,Leverkusen,de GER,1. Bundesliga,23,16,1473,16.4,6,2,8,5,1,1,3,1,,,,,,,,0.37,0.12,0.49,0.31,0.43,,,,,,Matches,,
Kevin Volland,2017-2018,25,Leverkusen,de GER,1. Bundesliga,31,30,2591,28.8,14,2,16,14,0,0,5,0,9.5,9.5,4.9,14.3,55,77,231,0.49,0.07,0.56,0.49,0.56,0.33,0.17,0.50,0.33,0.50,Matches,,
Kevin Volland,2018-2019,26,Leverkusen,de GER,1. Bundesliga,34,32,2814,31.3,14,9,23,14,0,0,4,0,13.8,13.8,8.4,22.2,65,93,263,0.45,0.29,0.74,0.45,0.74,0.44,0.27,0.71,0.44,0.71,Matches,,
Kevin Volland,2019-2020,27,Leverkusen,de GER,1. Bundesliga,27,24,2047,22.7,10,7,17,10,0,0,3,0,11.5,11.5,5.8,17.3,39,57,175,0.44,0.31,0.75,0.44,0.75,0.50,0.25,0.76,0.50,0.76,Matches,,
Kevin Volland,2020-2021,28,Monaco,fr FRA,Coupe de France,5,5,434,4.8,2,0,2,2,0,0,1,0,,,,,,,,0.41,0.00,0.41,0.41,0.41,,,,,,Matches,,
Kevin Volland,2021-2022,29,Monaco,fr FRA,Coupe de France,5,4,322,3.6,3,0,3,3,0,0,0,0,,,,,,,,0.84,0.00,0.84,0.84,0.84,,,,,,Matches,,
Kevin Volland,2022-2023,30,Monaco,,2. Europa Lg,5,2,239,2.7,3,0,3,3,0,0,0,0,1.1,1.1,0.4,1.5,2,6,24,1.13,0.00,1.13,1.13,1.13,0.42,0.16,0.59,0.42,0.59,Matches,,
Kevin Volland,2023-2024,31,Union Berlin,de GER,1. Bundesliga,26,17,1345,14.9,3,4,7,1,2,3,3,2,5.3,2.9,2.6,5.6,14,48,96,0.20,0.27,0.47,0.07,0.33,0.36,0.18,0.53,0.20,0.37,Matches,,
Kevin Volland,2024-2025,32,Union Berlin,de GER,1. Bundesliga,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,
Wissam Ben Yedder,2010-2011,19,Toulouse,fr FRA,1. Ligue 1,4,0,80,0.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Wissam Ben Yedder,2011-2012,20,Toulouse,fr FRA,1. Ligue 1,9,0,194,2.2,1,0,1,1,0,0,1,0,,,,,,,,0.46,0.00,0.46,0.46,0.46,,,,,,Matches,,
Wissam Ben Yedder,2012-2013,21,Toulouse,fr FRA,1. Ligue 1,34,29,2490,27.7,15,5,20,15,0,0,1,0,,,,,,,,0.54,0.18,0.72,0.54,0.72,,,,,,Matches,,
Wissam Ben Yedder,2013-2014,22,Toulouse,fr FRA,1. Ligue 1,38,35,2991,33.2,16,5,21,14,2,3,2,0,,,,,,,,0.48,0.15,0.63,0.42,0.57,,,,,,Matches,,
Wissam Ben Yedder,2014-2015,23,Toulouse,fr FRA,1. Ligue 1,36,34,2860,31.8,14,3,17,12,2,2,1,0,,,,,,,,0.44,0.09,0.53,0.38,0.47,,,,,,Matches,,
Wissam Ben Yedder,2015-2016,24,Toulouse,fr FRA,1. Coupe de la Ligue,4,4,381,4.2,5,0,5,5,0,0,0,0,,,,,,,,1.18,0.00,1.18,1.18,1.18,,,,,,Matches,,
Wissam Ben Yedder,2016-2017,25,Sevilla,,1. Champions Lg,5,2,229,2.5,2,0,2,2,0,0,0,0,,,,,,,,0.79,0.00,0.79,0.79,0.79,,,,,,Matches,,
Wissam Ben Yedder,2017-2018,26,Sevilla,,1. Champions Lg,9,8,651,7.2,8,0,8,6,2,2,2,0,6.6,5.1,1.5,6.6,12,13,63,1.11,0.00,1.11,0.83,0.83,0.93,0.21,1.13,0.71,0.91,Matches,,
Wissam Ben Yedder,2018-2019,27,Sevilla,es ESP,Copa del Rey,5,2,222,2.5,2,0,2,2,0,0,0,0,,,,,,,,0.81,0.00,0.81,0.81,0.81,,,,,,Matches,,
Wissam Ben Yedder,2019-2020,28,Monaco,fr FRA,Coupe de France,3,3,240,2.7,1,2,3,1,0,0,1,0,,,,,,,,0.37,0.75,1.13,0.37,1.13,,,,,,Matches,,
Wissam Ben Yedder,2020-2021,29,Monaco,fr FRA,Coupe de France,4,4,330,3.7,2,1,3,1,1,1,0,0,,,,,,,,0.55,0.27,0.82,0.27,0.55,,,,,,Matches,,
Wissam Ben Yedder,2021-2022,30,Monaco,fr FRA,Coupe de France,4,4,359,4.0,5,0,5,4,1,1,0,0,,,,,,,,1.25,0.00,1.25,1.00,1.00,,,,,,Matches,,
Wissam Ben Yedder,2022-2023,31,Monaco,fr FRA,Coupe de France,1,1,90,1.0,1,0,1,1,0,0,0,0,,,,,,,,1.00,0.00,1.00,1.00,1.00,,,,,,Matches,,
Wissam Ben Yedder,2023-2024,32,Monaco,fr FRA,Coupe de France,2,2,210,2.3,4,0,4,3,1,1,1,0,,,,,,,,1.71,0.00,1.71,1.29,1.29,,,,,,Matches,,
Gelson Martins,2015-2016,20,Sporting CP,,2. Europa Lg,6,2,273,3.0,1,2,3,1,0,0,0,0,,,,,,,,0.33,0.66,0.99,0.33,0.99,,,,,,Matches,,
Gelson Martins,2016-2017,21,Sporting CP,,1. Champions Lg,6,6,506,5.6,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Gelson Martins,2017-2018,22,Sporting CP,,1. Champions Lg,6,5,462,5.1,1,3,4,1,0,0,2,0,1.5,1.5,0.6,2.1,22,11,33,0.19,0.58,0.78,0.19,0.78,0.29,0.11,0.40,0.29,0.40,Matches,,
Gelson Martins,2018-2019,23,Atlético Madrid,,1. Champions Lg,2,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,8,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches,,
Gelson Martins,2019-2020,24,Monaco,fr FRA,Coupe de France,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Gelson Martins,2020-2021,25,Monaco,fr FRA,Coupe de France,4,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Gelson Martins,2021-2022,26,Monaco,fr FRA,Coupe de France,5,3,252,2.8,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.36,0.36,0.00,0.36,,,,,,Matches,,
Gelson Martins,2022-2023,27,Monaco,fr FRA,Coupe de France,1,1,60,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Gelson Martins,2023-2024,28,Olympiacos,gr GRE,1. Super League,14,6,572,6.4,2,3,5,2,0,0,2,0,,,,,,,,0.31,0.47,0.79,0.31,0.79,,,,,,Matches,,
Gelson Martins,2024-2025,29,Olympiacos,,2. Europa Lg,4,4,336,3.7,0,2,2,0,0,0,1,0,0.6,0.6,0.6,1.2,14,11,47,0.00,0.54,0.54,0.00,0.54,0.15,0.17,0.32,0.15,0.32,Matches,,
Cesc Fabregas,2010-2011,23,Arsenal,,1. Champions Lg,5,5,390,4.3,3,2,5,1,2,2,0,0,,,,,,,,0.69,0.46,1.15,0.23,0.69,,,,,,Matches,,
Cesc Fabregas,2011-2012,24,Barcelona,,1. Champions Lg,9,7,662,7.4,1,3,4,1,0,0,0,0,,,,,,,,0.14,0.41,0.54,0.14,0.54,,,,,,Matches,,
Cesc Fabregas,2012-2013,25,Barcelona,,1. Champions Lg,8,6,529,5.9,1,0,1,1,0,0,1,0,,,,,,,,0.17,0.00,0.17,0.17,0.17,,,,,,Matches,,
Cesc Fabregas,2013-2014,26,Barcelona,,1. Champions Lg,9,7,560,6.2,1,2,3,1,0,0,4,0,,,,,,,,0.16,0.32,0.48,0.16,0.48,,,,,,Matches,,
Cesc Fabregas,2014-2015,27,Chelsea,,1. Champions Lg,8,8,696,7.7,2,3,5,1,1,1,2,0,,,,,,,,0.26,0.39,0.65,0.13,0.52,,,,,,Matches,,
Cesc Fabregas,2015-2016,28,Chelsea,,1. Champions Lg,7,7,604,6.7,1,1,2,1,0,0,2,0,,,,,,,,0.15,0.15,0.30,0.15,0.30,,,,,,Matches,,
Cesc Fabregas,2016-2017,29,Chelsea,eng ENG,EFL Cup,2,2,210,2.3,2,1,3,2,0,0,0,0,,,,,,,,0.86,0.43,1.29,0.86,1.29,,,,,,Matches,,
Cesc Fabregas,2017-2018,30,Chelsea,,1. Champions Lg,8,8,691,7.7,1,1,2,0,1,1,0,0,1.6,0.8,3.9,4.6,12,78,21,0.13,0.13,0.26,0.00,0.13,0.20,0.50,0.71,0.10,0.60,Matches,,
Cesc Fabregas,2018-2019,31,Chelsea,eng ENG,Community Shield,1,1,59,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Cesc Fabregas,2019-2020,32,Monaco,fr FRA,Coupe de France,2,1,91,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,
Cesc Fabregas,2020-2021,33,Monaco,fr FRA,Coupe de France,5,3,309,3.4,1,3,4,1,0,0,0,0,,,,,,,,0.29,0.87,1.17,0.29,1.17,,,,,,Matches,,
Cesc Fabregas,2021-2022,34,Monaco,,2. Europa Lg,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,4,0.00,0.00,0.00,0.00,0.00,0.09,0.11,0.20,0.09,0.20,Matches,,
Cesc Fabregas,2022-2023,35,Como,it ITA,2. Serie B,17,9,793,8.8,0,2,2,0,0,0,6,0,0.3,0.3,1.4,1.7,11,74,17,0.00,0.23,0.23,0.00,0.23,0.03,0.16,0.20,0.03,0.20,Matches,,
